44,254
46,252
50,250
51,250
54,249
58,248
62,248
66,247
70,247
74,247
78,246
82,246
82,246
86,245
90,244
94,243
97,242
98,241
102,241
106,240
110,240
114,241
118,241
122,241
126,241
130,241
134,241
138,241
142,241
146,240
150,239
152,238
154,237
158,235
161,234
162,233
166,231
168,230
170,228
174,226
174,226
178,223
179,222
182,219
183,218
185,214
186,213
188,210
189,206
190,203
190,202
191,198
192,194
193,190
194,189
197,186
198,185
202,182
203,182
206,180
209,178
210,177
213,174
214,173
216,170
218,166
218,166
219,162
219,158
218,154
218,152
216,150
214,146
214,145
210,142
210,141
206,138
205,138
202,136
198,134
194,134
194,133
190,133
186,133
182,133
181,134
178,134
174,136
171,138
170,138
166,141
165,142
162,145
161,146
158,150
158,150
155,154
154,155
152,158
150,159
147,162
146,162
142,163
138,164
134,164
130,164
126,164
122,165
118,165
114,165
110,165
109,166
106,166
102,167
98,168
94,169
93,170
90,171
86,173
85,174
82,176
80,178
78,179
75,182
74,183
71,186
70,188
68,190
66,192
64,194
62,196
60,198
58,200
55,202
54,202
50,205
48,206
46,207
42,209
40,210
38,211
34,213
32,214
30,215
26,218
26,218
22,222
22,222
19,226
18,227
16,230
14,234
14,235
13,238
12,242
12,246
14,248
14,250
16,254
38,254
42,251
44,250
46,248
50,246
52,246
54,245
58,245
62,244
66,244
70,244
74,244
78,244
82,243
86,242
88,242
90,241
94,240
98,239
101,238
102,237
106,237
110,237
112,238
114,238
118,239
122,239
126,239
130,239
134,239
138,239
142,238
144,238
146,237
150,236
154,234
155,234
158,232
162,230
162,230
166,228
168,226
170,225
173,222
174,221
177,218
178,217
180,214
182,211
182,210
183,206
184,202
184,198
183,194
182,190
182,186
181,186
181,182
182,179
183,178
186,177
190,175
193,174
194,173
198,172
201,170
202,169
205,166
206,164
207,162
207,158
206,154
205,154
202,150
202,149
198,147
194,146
193,146
190,145
186,145
185,146
182,146
178,148
176,150
174,152
172,154
170,158
170,162
170,165
169,166
169,170
166,171
162,171
158,171
154,171
150,171
146,171
142,171
138,170
134,170
130,170
126,170
122,170
118,170
114,170
110,170
106,171
102,172
98,173
97,174
94,175
90,177
89,178
86,180
84,182
82,183
79,186
78,187
75,190
74,192
72,194
70,196
68,198
66,200
64,202
62,204
59,206
58,206
54,209
52,210
50,211
46,212
43,214
42,214
38,215
34,217
33,218
30,219
27,222
26,222
22,226
22,226
19,230
18,231
16,234
14,238
14,242
14,246
16,250
18,252
19,254
34,254
38,251
40,250
42,248
45,246
46,245
50,243
54,242
58,242
62,242
66,242
70,242
74,242
77,242
78,241
82,241
86,240
90,239
93,238
94,237
98,236
102,235
106,235
110,235
114,236
118,237
122,237
126,237
130,237
134,237
138,237
142,236
146,235
150,234
150,234
154,232
158,230
158,230
162,227
164,226
166,225
169,222
170,221
173,218
174,217
176,214
178,210
178,210
179,206
179,202
179,198
178,195
177,194
175,190
174,188
170,186
170,185
166,182
164,182
162,180
158,178
155,178
154,177
150,176
146,175
142,175
138,174
134,174
130,174
126,174
126,173
122,173
119,174
118,174
114,174
110,174
106,175
102,176
98,177
97,178
94,179
90,182
90,182
86,185
85,186
82,189
81,190
78,193
77,194
74,198
74,198
70,202
70,202
66,206
66,206
62,208
60,210
58,211
54,213
53,214
50,215
46,217
43,218
42,218
38,219
34,221
32,222
30,223
26,225
25,226
22,229
21,230
18,234
18,234
16,238
15,242
16,246
18,249
18,250
22,253
22,254
114,233
114,234
118,234
122,235
126,235
130,235
134,235
138,234
141,234
142,233
146,232
150,231
152,230
154,229
158,226
159,226
162,224
164,222
166,220
168,218
170,215
171,214
172,210
173,206
173,202
172,198
170,194
169,194
166,190
165,190
162,187
159,186
158,185
154,183
150,182
150,181
146,180
142,179
138,179
134,178
130,178
126,178
122,178
118,178
114,178
110,179
106,180
102,181
101,182
98,183
94,185
93,186
90,188
88,190
86,192
84,194
82,196
80,198
78,201
77,202
74,205
73,206
70,209
68,210
66,212
63,214
62,214
58,217
56,218
54,219
50,222
50,222
46,223
42,224
38,224
34,225
33,226
30,227
26,229
25,230
22,232
21,234
18,238
18,241
17,242
18,243
18,246
20,250
22,251
26,253
30,253
34,251
35,250
38,248
40,246
42,244
44,242
46,240
50,238
53,238
54,237
58,237
58,238
62,238
66,238
70,239
74,239
78,239
82,238
83,238
86,237
90,236
94,234
95,234
98,233
102,232
106,232
110,233
22,249
22,250
26,251
30,251
32,250
34,249
37,246
38,245
41,242
42,240
43,238
45,234
44,230
42,229
38,228
34,228
30,230
30,230
26,231
23,234
22,235
20,238
19,242
19,246
126,233
130,233
134,233
138,233
142,232
146,231
148,230
150,229
154,227
155,226
158,224
161,222
162,221
165,218
166,216
167,214
169,210
169,206
169,202
167,198
166,195
164,194
162,191
160,190
158,188
154,186
152,186
150,184
146,183
142,182
138,182
138,181
134,181
130,180
126,180
122,180
118,180
114,181
111,182
110,182
106,183
102,184
99,186
98,187
94,189
93,190
90,193
89,194
86,197
85,198
82,201
81,202
78,206
78,206
74,209
73,210
70,213
68,214
66,216
63,218
62,219
58,222
58,222
54,225
53,226
51,230
54,231
58,233
58,234
62,235
66,235
70,236
74,236
78,236
82,236
86,235
89,234
90,233
94,232
98,230
102,230
106,230
110,231
114,232
118,233
122,233
110,229
110,230
114,231
118,232
122,232
126,232
130,232
134,232
138,231
142,230
144,230
146,229
150,227
152,226
154,224
158,222
158,222
162,218
162,218
164,214
166,210
166,210
166,206
166,202
165,202
164,198
162,195
160,194
158,191
155,190
154,189
150,187
146,186
146,185
142,184
138,183
134,183
130,182
126,182
122,182
118,183
114,183
110,184
106,186
106,186
102,188
98,190
98,190
94,194
94,194
90,198
90,198
86,202
86,202
82,206
82,206
78,210
78,210
74,213
73,214
70,216
68,218
66,220
64,222
62,225
61,226
62,229
62,230
66,232
70,233
71,234
74,234
78,234
82,234
82,234
86,233
90,231
93,230
94,229
98,228
102,228
106,228
26,249
30,249
34,247
35,246
38,242
38,242
39,238
38,234
38,233
34,232
30,232
26,234
26,234
22,237
21,238
20,242
21,246
22,247
114,229
115,230
118,230
122,231
126,231
130,231
134,230
138,230
138,230
142,229
146,227
149,226
150,225
154,222
155,222
158,219
159,218
162,214
162,214
163,210
163,206
162,202
162,200
160,198
158,195
156,194
154,192
150,190
150,189
146,188
142,186
138,186
138,185
134,185
130,184
126,184
122,184
118,185
115,186
114,186
110,187
106,188
104,190
102,191
98,194
98,194
94,198
94,198
90,202
90,203
87,206
86,206
82,210
82,210
78,214
78,214
74,217
73,218
70,221
69,222
67,226
70,229
70,230
74,231
78,232
82,231
86,230
87,230
90,229
94,227
97,226
98,225
102,225
102,226
106,227
110,228
33,246
34,244
35,242
36,238
34,235
30,234
26,236
24,238
22,242
22,246
26,248
30,248
118,229
119,230
122,230
126,230
130,230
132,230
134,229
138,229
142,228
146,226
146,226
150,223
152,222
154,220
157,218
158,216
159,214
161,210
161,206
160,202
158,198
157,198
154,194
153,194
150,191
146,190
146,189
142,188
138,187
134,186
130,186
126,186
122,186
118,186
114,187
110,189
108,190
106,191
102,193
101,194
98,198
98,198
94,202
94,202
91,206
90,207
87,210
86,210
82,213
81,214
78,217
77,218
74,222
74,222
73,226
74,226
78,229
82,229
86,228
90,226
91,226
94,224
98,223
102,224
106,225
106,226
110,227
114,228
33,242
32,238
30,236
26,238
26,238
23,242
24,246
26,246
30,246
30,246
122,229
126,229
130,229
134,228
138,227
142,226
143,226
146,224
149,222
150,221
154,218
154,218
157,214
158,211
158,210
158,206
158,203
157,202
154,198
154,197
150,194
149,194
146,191
142,190
140,190
138,189
134,188
130,187
126,187
122,187
118,188
114,189
113,190
110,191
106,193
105,194
102,197
101,198
98,202
98,202
95,206
94,209
93,210
90,213
89,214
86,216
83,218
82,220
80,222
82,224
86,224
90,222
91,222
94,220
98,220
102,221
102,222
106,223
109,226
110,226
114,227
118,228
110,224
112,226
114,226
118,227
122,228
126,228
130,228
134,227
138,226
139,226
142,224
146,222
147,222
150,219
151,218
154,215
154,214
156,210
156,206
154,202
154,201
151,198
150,196
146,194
145,194
142,192
138,190
134,190
134,189
130,189
126,189
122,189
120,190
118,190
114,191
110,193
109,194
106,196
104,198
102,201
101,202
99,206
98,210
98,214
100,218
102,218
105,222
106,222
114,225
116,226
118,226
122,227
126,227
130,226
132,226
134,225
138,224
142,222
143,222
146,220
148,218
150,216
151,214
153,210
152,206
150,202
150,200
146,198
146,197
142,195
139,194
138,193
134,191
130,191
126,191
122,191
118,192
114,193
113,194
110,196
107,198
106,200
104,202
102,206
102,210
102,214
104,218
106,219
108,222
110,223
110,221
110,222
114,223
118,225
122,225
126,225
130,225
134,224
138,222
139,222
142,220
145,218
146,216
148,214
149,210
149,206
147,202
146,200
142,198
142,197
138,195
134,194
134,193
130,192
126,192
122,193
119,194
118,194
114,195
110,198
110,198
107,202
106,204
105,206
104,210
104,214
106,216
106,218
110,202
110,202
107,206
106,210
107,214
109,218
110,218
113,222
114,222
118,223
122,224
126,224
130,223
134,222
134,222
138,220
141,218
142,217
144,214
146,210
146,210
146,209
145,206
142,202
142,201
138,198
137,198
134,196
130,195
126,194
122,195
118,196
114,198
114,198
128,222
130,221
134,219
137,218
138,217
140,214
142,210
142,210
142,208
141,206
138,202
137,202
134,199
131,198
130,197
126,196
122,197
119,198
118,198
114,200
112,202
110,206
110,206
109,210
109,214
110,214
111,218
114,220
117,222
118,222
122,222
126,222
115,202
114,203
111,206
110,210
111,214
113,218
114,218
118,220
122,221
126,221
130,220
133,218
134,217
138,214
138,214
139,210
138,206
138,205
134,202
134,201
130,199
126,198
122,198
118,200
129,218
130,217
134,214
134,214
135,210
134,206
133,206
130,202
129,202
126,200
122,201
119,202
118,202
114,206
114,207
112,210
113,214
114,214
116,218
118,218
122,219
126,219
124,218
126,217
130,215
131,214
132,210
130,206
130,205
126,203
122,202
118,204
116,206
114,210
115,214
118,216
121,218
122,218
126,206
123,206
122,205
121,206
118,209
117,210
118,211
119,214
122,215
126,214
126,214
127,210
