73024,54656,87552
132544,118400,73280
167488,144960,75712
211072,180672,76544
161472,141376,74816
134144,117632,74688
123712,110080,73600
136576,122176,73216
217152,171072,83200
158336,138112,75072
140544,121664,75712
133120,118144,73856
122432,109056,73536
129664,114368,74304
111232,98176,74240
122752,108864,73856
122880,109504,73536
32832,30080,71616
27136,24128,73664
117760,104896,73536
116480,104320,73152
38976,35008,72896
163072,145472,73472
139968,123776,74112
124736,106880,76416
117056,102464,74816
160256,134784,77888
94848,81472,76288
69824,46656,98048
44352,39808,73024
24192,24000,65920
187648,155264,79168
50560,46912,70656
209792,186176,73792
78592,69120,74432
129408,117120,72384
157248,140544,73280
128128,114688,73216
133824,119104,73600
82496,72768,74304
138432,121280,74752
144448,127168,74432
179392,154048,76288
131840,118144,73088
110144,99136,72768
23168,21504,70592
180864,155328,76288
70208,62528,73600
148096,129408,74944
122624,108544,73984
21760,21248,67072
178624,156608,74688
50944,44736,74624
123264,106112,76096
108992,96768,73792
23552,22912,67456
96896,85504,74240
75584,66368,74560
213568,183168,76352
124800,107136,76288
67392,60160,73408
198784,169536,76800
208192,180864,75392
120448,104704,75328
124608,109440,74560
190144,158912,78336
151616,134208,73984
34752,33088,68800
115136,102336,73728
21824,20288,70464
142336,128448,72576
99072,86976,74624
154944,137280,73920
71040,63488,73280
65728,59200,72768
72832,64896,73472
111296,97792,74560
129280,115072,73600
72512,61312,77440
110144,99136,72768
151552,131584,75456
116608,101952,74944
145984,131200,72896
119104,103232,75584
125376,108608,75648
80448,72128,73024
163904,142272,75456
76800,67328,74752
176000,149504,77120
137728,119552,75456
150336,135808,72512
180416,150784,78336
125504,108608,75648
81600,70784,75520
54080,47872,73984
132032,114048,75840
206336,178496,75712
128960,113600,74368
110080,98880,72960
258752,214912,78848
164352,141504,76096
168640,147712,74752
130368,114752,74432
96576,83008,76224
103808,90048,75520
127872,115072,72768
73536,59712,80640
80896,71808,73792
142528,125120,74624
148352,130496,74496
126912,109056,76224
102784,93312,72128
110400,96064,75328
148480,130304,74624
116288,102272,74496
21120,20416,67584
157568,140352,73536
262080,190208,90304
112000,99968,73344
97152,85632,74304
29952,27648,71040
90560,80576,73600
33856,31296,70784
29056,25600,74304
160192,142592,73600
118464,105088,73856
92096,79424,75968
59520,53248,73216
147392,120832,79872
186944,160192,76416
123200,109376,73728
205824,170624,78976
262080,192384,89216
227648,191744,77760
89216,78464,74432
133632,117952,74176
78208,69952,73216
63232,58560,70656
49920,46272,70720
44672,20672,141696
125568,111232,73920
109824,94912,75776
118528,103296,75136
190400,160256,77824
169472,149120,74432
105408,90432,76352
114112,102272,73152
32576,29824,71552
148160,128640,75456
32192,30976,68160
135040,117376,75392
83840,74624,73600
117184,102400,74944
115904,101888,74496
76672,68352,73472
164672,144512,74624
118848,105472,73856
147520,130688,73920
118336,102336,75776
160576,142400,73856
125120,108352,75648
133760,117056,74880
210560,180864,76224
150784,135488,72896
137792,121152,74496
115776,100928,75136
132864,118784,73280
181312,153472,77376
72576,64576,73600
61312,53440,75200
84800,75904,73152
93568,71552,85696
112320,98496,74688
52608,46080,74752
131712,114112,75648
148288,132288,73408
119424,108032,72384
121536,109760,72576
64576,50176,84288
183936,158144,76224
119360,105472,74176
125184,107840,76032
127424,110848,75264
162304,142400,74688
115776,101632,74624
118656,104192,74624
29504,28608,67456
144192,129536,72960
90432,79680,74368
96192,85248,73920
21824,21056,67840
126016,111296,74176
29120,25088,76032
121792,97856,81536
199424,135296,96576
46912,41280,74496
196480,161664,79616
125248,83264,98560
126656,110592,75008
129152,113856,74304
28352,27520,67392
157440,126528,81536
113472,99264,74880
77376,69184,73280
146880,130944,73472
80128,70272,74624
134272,117504,74880
87104,77184,73920
103936,90944,74880
27840,27008,67456
125440,111296,73792
138496,122368,74176
123200,107776,74880
140352,125696,73152
128320,114432,73472
54848,49280,72896
99712,83648,78080
69056,60608,74624
125824,109888,75008
124288,109248,74560
157120,135104,76160
39168,35584,72064
161472,139392,75840
80512,67520,78144
123200,106880,75520
262080,201024,85440
168704,137472,80384
254400,214208,77824
113216,98432,75328
129856,106304,80000
120960,108672,72896
147648,129984,74432
111040,94848,76736
118720,102080,76224
171200,146688,76480
122304,106304,75392
151552,133888,74176
76736,63936,78656
158848,142912,72832
132032,116032,74496
113472,99008,75072
178880,152832,76672
109376,95872,74688
127552,114176,73152
69888,60800,75328
28992,26624,71360
92096,80832,74624
60544,48448,81920
121728,109504,72832
123648,112000,72320
158080,140352,73792
127744,113216,73920
110272,96832,74624
43328,40896,69312
97472,86912,73472
118656,104832,74176
124224,106624,76288
117120,105152,72960
85888,75200,74816
163712,141440,75840
129536,110912,76544
117888,105408,73280
106240,94016,74048
98496,88832,72640
170944,150400,74496
104704,94464,72640
222272,181184,80384
121792,109696,72704
172160,151616,74368
48320,45312,69824
129600,115072,73792
236736,149504,103680
73280,64256,74688
107136,94592,74240
121024,108864,72832
134208,121664,72256
72512,61504,77248
124864,109632,74624
120640,103168,76608
141376,124352,74432
79296,70656,73472
120640,105216,75136
135936,120320,73984
111040,99072,73472
117248,103360,74304
135168,118976,74432
119808,107968,72640
38272,35712,70208
111360,96832,75328
206656,140928,96064
116288,103040,73920
95488,84544,73984
135744,117312,75776
121728,109312,72960
153024,135744,73856
138304,122048,74240
232128,201344,75520
156672,139136,73728
125952,111168,74240
133888,117568,74560
168000,149312,73728
262080,198144,86656
262080,258560,66432
83520,68032,80384
121792,106688,74752
138368,121152,74816
88512,77760,74560
124032,110720,73408
76160,66112,75456
117376,104256,73792
99136,86080,75456
167680,146048,75200
126400,111872,74048
114112,100160,74624
139712,121472,75328
157760,139072,74304
122816,108096,74432
108864,94464,75520
124992,111744,73280
239424,119808,130944
113216,99520,74496
70336,62720,73536
130112,115584,73728
110208,97472,74048
119744,102592,76480
91328,82624,72384
22400,21312,68800
30336,26624,74688
90304,80192,73728
142784,128640,72704
113280,101312,73216
28352,26240,70656
138368,121792,74432
119424,104960,74560
167168,142848,76672
106816,94144,74304
133120,115712,75392
126144,111104,74368
114944,99584,75648
111744,97920,74752
156416,135104,75840
140352,121472,75648
138176,120320,75264
86528,76096,74432
145664,113280,84224
117312,102592,74944
25536,25152,66560
27648,26880,67392
113600,98496,75584
117824,106240,72640
148224,128960,75264
123968,109696,74048
189696,165760,74944
98432,85056,75776
105152,94016,73280
176448,147904,78144
93760,83520,73536
103424,91008,74432
26944,26048,67712
158656,138880,74816
121152,105024,75584
133504,117312,74560
134464,118144,74560
187776,164608,74688
131520,117312,73408
174976,145408,78848
129600,115520,73472
181568,159808,74432
127168,115008,72448
120704,106816,74048
106240,94016,74048
89856,76480,76992
92736,79872,76096
75456,65984,74944
151936,98688,100800
114496,100544,74560
123648,108736,74496
121024,104448,75904
194240,173504,73344
26176,26304,65152
116544,103104,74048
42112,38720,71296
133184,114816,75968
119680,105856,74048
117824,102208,75520
163072,126656,84352
149952,131584,74624
120960,107776,73536
123200,107008,75456
124288,110592,73600
221056,190016,76224
182976,120640,99328
174016,150144,75904
36032,31424,75136
154368,136512,74048
182144,159360,74880
135424,113984,77824
125248,107776,76160
116544,101632,75136
262080,258560,66432
127168,112256,74240
146304,128512,74560
129088,114688,73728
185984,121024,100672
121792,108928,73280
150720,129856,76032
115456,102784,73536
120576,103552,76288
187648,160512,76544
83136,72704,74880
122816,108544,74112
154048,132160,76352
123328,108992,74112
107456,95168,73920
91712,81472,73728
194048,167616,75840
141120,125056,73920
144320,128640,73536
109312,97152,73728
120640,107904,73216
142912,127744,73280
208192,180736,75456
133504,117376,74496
29632,28224,68736
116544,103936,73408
144896,127680,74368
125888,111424,73984
124864,106368,76864
139648,121088,75520
51776,43648,77696
25728,24320,69312
109056,93952,76032
154240,135616,74496
48960,47104,68096
132288,117888,73472
123136,109888,73408
40832,35712,74944
99584,89152,73152
32320,30464,69504
30272,28096,70656
64320,58496,72000
112448,96640,76224
126976,108160,76928
137536,125248,71936
94144,85824,71872
20480,20160,66432
162368,142272,74752
21824,20544,69632
180096,151872,77696
189568,165632,75008
146240,129024,74240
155968,138944,73536
108480,94016,75584
144960,128128,74112
138048,120000,75328
181504,157696,75392
76672,57344,87552
136064,119232,74752
211904,177856,78016
145280,130368,73024
105728,94336,73408
70016,58880,77824
146944,128960,74624
78528,68160,75456
113280,101568,73088
34688,31872,71296
110272,97536,74048
122880,107328,75008
140416,121088,75968
130240,113472,75200
112896,95424,77440
119680,102144,76736
51264,46976,71552
133056,117440,74176
77568,66304,76608
106176,92672,75072
177792,155456,74944
67008,61760,71104
47744,42048,74432
123904,108672,74688
117248,99008,77568
115072,101184,74496
125696,110592,74432
116800,102528,74624
152960,134016,74752
164928,144896,74560
158016,133504,77568
126912,113536,73216
92352,82560,73280
125376,112128,73280
138624,118656,76480
150016,129088,76096
104512,90432,75712
93312,80704,75776
160384,138176,76096
82816,74176,73152
116416,102848,74112
102848,91072,73984
148672,128320,75840
59968,53696,73152
162304,141696,75008
135296,118976,74496
149888,131840,74496
210240,178816,76992
103424,88960,76160
216256,112384,126080
97728,84864,75456
167744,143424,76608
87232,76288,74880
119488,101696,76992
166016,143552,75776
95616,84736,73920
122112,107264,74624
142016,126208,73728
116032,104320,72832
124544,111296,73280
123008,101120,79680
84864,67648,82176
145728,116096,82240
114560,101952,73600
135040,117824,75072
110208,96832,74496
120320,103424,76224
116352,103232,73856
129792,113152,75136
122880,107392,74944
36288,34880,68224
104192,91328,74688
131008,113472,75648
112064,99136,74048
130304,115904,73664
151808,134272,74048
134144,119616,73472
23424,23232,66048
262080,197056,87104
168448,144896,76160
67904,59648,74624
105664,93888,73728
87424,75840,75520
157312,136128,75712
146304,124096,77248
81984,69376,77376
21888,21248,67584
98112,83904,76608
33856,30656,72320
30400,27648,72064
141184,123968,74624
108544,94400,75328
212288,184576,75328
110080,92544,77888
38208,27904,89600
144384,127104,74432
194880,148992,85696
133952,115200,76160
153152,133056,75392
97088,84224,75520
129728,115584,73536
111872,101696,72000
132672,118208,73536
111232,98368,74048
110720,95168,76224
90944,82368,72320
24704,23616,68416
169536,145472,76352
131776,117312,73600
131456,115840,74304
81920,71552,75008
80192,71424,73536
134912,116672,75776
98560,85632,75392
121728,106304,75008
143232,128384,73088
149952,134208,73216
126400,112192,73792
39232,32512,78912
61888,45696,88640
25536,24704,67712
110592,99648,72704
120896,107072,73984
159424,137728,75840
160192,139136,75392
136064,118464,75200
187008,164224,74560
48448,42304,75008
52736,46976,73600
129856,114944,73984
127552,111872,74688
138048,119616,75584
117632,105600,72960
31936,30720,68096
88960,81216,71744
126784,102720,80896
26816,24896,70528
108928,97984,72832
132288,118464,73152
123072,107584,74944
193984,172096,73856
140672,124608,73920
111104,99904,72832
145920,125184,76352
124800,110528,73984
148736,131136,74240
79744,69504,75136
88448,46848,123648
129920,114176,74496
155904,135616,75328
114624,101952,73664
28672,26752,70336
115264,100288,75264
40064,37248,70464
230400,194432,77632
140992,123840,74560
36736,33344,72256
42304,40320,68736
140160,125184,73344
154496,132672,76288
57664,51264,73664
77632,70080,72512
125440,110912,74112
184192,154816,77952
100608,90240,73024
23872,23360,66880
106176,94016,73984
129152,109376,77312
130688,113984,75072
121792,105472,75648
78784,69952,73792
74304,65984,73792
157184,137792,74752
110016,97088,74240
118912,105664,73728
71936,63872,73728
94016,81920,75200
82240,71552,75328
114944,100544,74880
177792,154944,75200
95936,84864,74048
119424,105344,74304
95232,80576,77440
94784,82048,75648
167040,147520,74176
172416,143360,78784
129856,115840,73472
30528,28160,70976
180480,157568,75008
98944,86720,74688
128448,111424,75520
32832,31296,68672
85696,75712,74112
137536,120000,75072
74432,67392,72384
23424,21248,72192
117696,102848,74944
95872,82240,76352
77696,70400,72320
114688,103040,72960
83776,76032,72192
120256,107456,73280
107008,95296,73536
115968,99584,76288
91136,78976,75648
34048,31168,71488
164608,140672,76608
88448,78208,74048
64128,58432,71872
108480,97280,73088
117312,102656,74880
147648,130112,74304
135488,118656,74816
126080,111936,73792
172480,150464,75072
130560,111936,76416
155520,135168,75328
67968,59072,75392
75776,66368,74816
196800,170112,75776
41664,33664,80960
144960,125568,75584
113216,98240,75456
128448,113088,74368
103744,92928,73152
79424,65536,79360
134528,119936,73472
69440,59840,75968
120896,104896,75520
90624,78912,75200
137280,119168,75456
131136,115264,74560
62656,56256,72960
138880,121280,75008
94592,84800,73088
86016,78336,71936
115008,100992,74624
76160,64512,77376
136256,109696,81344
23808,22784,68416
117568,100224,76800
129088,110784,76352
44288,40128,72320
145024,129024,73664
154944,137664,73728
55232,41856,86464
48448,45056,70336
24384,24064,66240
122560,106752,75200
42176,36672,75392
173824,153728,74048
207936,183296,74304
66048,59584,72640
