76032,49792,100032
47680,40832,76480
49024,40320,79616
78848,65600,78720
55040,46976,76672
84032,69952,78720
35264,30528,75584
31168,27008,75712
139712,96960,94400
38720,32960,76928
55104,45952,78528
38464,33216,75776
53568,45952,76288
54336,46400,76736
47232,39104,79104
45632,39744,75200
23872,20672,75776
27648,22528,80320
16704,12864,85184
44736,37696,77696
36992,31936,75904
17472,14592,78400
37952,32896,75648
39488,31488,82112
55104,45760,78784
30592,26496,75584
67136,56128,78336
57152,44800,83584
95744,70592,88832
27200,22144,80448
15232,14016,71360
106624,86528,80704
36480,32576,73344
105920,88000,78848
33152,27968,77696
61376,52416,76736
57344,49600,75712
45184,38528,76800
40192,34880,75456
50240,42112,78080
46144,39680,76160
44672,39616,73856
130176,105408,80896
50880,43520,76608
63552,54848,75968
24448,20480,78272
85760,70464,79808
19392,16768,75840
45504,38784,76864
37568,32384,76032
8960,7936,74176
49856,41792,78080
20864,16512,82688
62528,52672,77824
59712,51328,76160
13056,11776,72896
37376,32320,75776
45824,37504,80000
78208,64192,79808
76608,62976,79680
31680,26496,78272
104832,86656,79232
123648,98176,82560
49088,41536,77376
45696,37888,78976
116096,92736,82048
66112,52864,81856
15936,14656,71104
33664,28992,76096
8000,7040,74176
41152,35968,75008
54784,47296,75840
47360,40704,76160
28928,25664,73792
49984,41600,78784
32512,26944,78976
53568,46336,75776
44032,37824,76160
49216,40384,79808
58560,49408,77696
46848,40000,76672
38016,33152,75136
30208,27072,73216
79936,66304,78976
50624,43520,76224
35840,30848,76160
42112,35840,76864
31936,26752,78080
96256,76352,82560
63808,52800,79168
60224,52544,75072
110528,87552,82688
51776,42752,79360
56000,45376,80768
33600,28160,78144
46912,37824,81280
48256,41664,75904
56512,47040,78720
54656,46976,76288
100544,79488,82880
49600,41728,77888
52672,43840,78720
49728,41856,77824
67392,56896,77568
46656,39680,76992
38912,34240,74432
33792,22656,97728
23936,20480,76608
63232,53888,76864
29824,26880,72768
53888,45184,78208
44160,37760,76544
70400,59776,77184
42688,36288,77056
27328,24576,72960
9856,8640,74688
60224,50112,78784
165952,98368,110528
79936,66368,78912
31232,27648,73920
14400,12992,72640
21184,18560,74752
16704,14464,75520
24128,19328,81728
34752,30336,75072
35520,31360,74176
69568,58752,77568
36608,32384,74112
65728,53568,80384
112192,90944,80768
83008,69696,78016
105152,83072,82944
164480,105856,101824
114880,89728,83904
64320,53696,78464
22720,20352,73216
88768,75456,77056
54080,45312,78208
37312,32064,76224
75328,33600,146880
40512,34624,76672
48000,40192,78272
55168,48576,74496
106112,86400,80448
50688,42240,78656
69312,58560,77568
27456,23808,75584
29248,25728,74432
63296,53120,78080
9856,9280,69760
33344,29120,74944
35520,31168,74688
80960,67968,78016
77760,66432,76736
26880,23872,73728
57280,47296,79360
28672,24448,76864
29376,25216,76288
80832,65216,81152
38528,33856,74496
55104,47360,76160
37504,30656,80128
76608,63744,78720
25024,21888,74880
32128,28416,74112
67392,57408,76928
34432,30592,73728
101760,81984,81280
61120,49728,80448
32256,25728,82112
44864,38656,76032
61440,42304,95168
30080,26688,73920
25920,22016,77248
57344,49536,75904
35008,30528,75136
39104,33728,76032
59008,49856,77568
23744,13248,117184
100736,80576,81856
29760,26048,74752
40832,35456,75392
50944,44096,75712
49984,43200,75776
34880,30464,75008
47040,39424,78080
13248,10368,83776
30912,27520,73600
57472,50048,75200
33344,29248,74688
18624,14976,81408
47744,40192,77824
29760,25216,77248
141376,112832,82048
150656,101760,96960
25024,20416,80320
122368,94144,85184
83264,54272,100480
39296,33728,76352
51968,46016,73920
12160,10944,72576
117376,85760,89664
66560,57984,75136
39360,33472,77056
45056,39296,75072
33536,26624,82624
53632,45696,76864
44928,37440,78592
41664,36160,75392
13952,12608,72320
62272,53312,76480
44160,38272,75584
44032,38528,74816
41536,37632,72192
63552,53888,77248
51136,41728,80192
78016,65664,77760
36544,31104,76928
43328,37632,75392
42176,36096,76480
60224,49920,79040
12672,10880,76480
52800,44480,77760
56704,45888,80896
48704,41472,76864
195328,123840,103296
110976,86784,83776
127296,100096,83328
57024,45376,82304
106816,85568,81792
35072,29440,78144
35392,30976,74944
72704,58752,81088
48832,41344,77376
67456,54464,81088
37440,33024,74176
66368,56448,76992
60160,50176,78528
82496,64384,83904
39104,34432,74432
46336,40448,75072
84864,65472,84928
42304,36288,76416
41664,36480,74880
33344,28288,77120
12864,11392,74176
35584,30848,75584
87744,66176,86848
52032,45248,75328
47616,41536,75072
58496,50496,75968
62272,51712,78912
61632,52544,76864
9792,9088,70336
29760,25856,75456
52800,43776,78912
52096,44224,77056
33024,29952,72192
47936,40768,76992
61312,51072,78592
58880,50112,76928
31808,27456,75840
29696,24512,79360
58880,49088,78592
51584,42944,78656
44544,38464,75776
104320,84992,80384
32960,29184,74112
59392,49664,78400
25920,21632,78656
53824,45568,77376
77248,45824,110464
19520,16832,75840
42176,37376,73856
24704,21760,74304
38784,33728,75264
38784,32128,79168
42560,37440,74432
54464,46400,76928
47488,41472,75008
32704,29312,73088
51520,43648,77312
37760,32768,75520
53184,45504,76544
38720,32896,77120
60736,51456,77376
45376,39744,74880
24576,20800,77312
57408,47616,79040
83456,54912,99584
46464,40000,76096
23232,20544,74112
58240,48960,77888
43712,38272,74752
85504,69056,81088
45952,39360,76416
93120,75584,80704
43456,37824,75200
32832,29248,73472
47808,40448,77376
58368,49600,77056
136576,96448,92736
262080,238976,71872
61056,50048,80000
44992,38656,76288
45568,39744,75072
58624,49728,77248
34432,30656,73600
52992,45312,76544
52288,44672,76672
52032,44544,76544
60096,49600,79360
48512,41216,77120
55488,47744,76160
76672,63936,78528
57280,49344,76032
37440,33152,73920
67840,53888,82496
37568,31616,77760
109696,50112,143360
50496,43776,75456
54656,45888,78016
68672,56000,80320
46592,40320,75712
82432,69760,77376
32448,28160,75584
11392,10688,69824
19072,15360,81408
29632,26304,73856
68608,58112,77312
32320,27776,76096
16000,13760,76224
34880,30400,75200
66176,57472,75456
47936,41152,76352
44032,38464,75072
49344,42496,76096
72384,60288,78720
40576,35392,75136
56192,48000,76672
65408,52928,80960
43072,36736,76800
54272,46272,76928
28992,24384,77952
53312,35008,99776
46336,39744,76352
6336,6016,68992
23040,21056,71808
51520,43712,77184
42624,36992,75520
42048,35648,77120
43328,37632,75456
67200,54720,80512
74752,63104,77632
23360,20544,74624
121792,94784,84160
28224,23296,79424
80768,67008,78912
8448,7616,72512
47360,41408,74944
56128,46464,79104
45952,40000,75264
49152,41920,76864
76352,62976,79424
55808,48512,75392
132224,102016,84864
59200,50880,76160
28992,25024,75840
37248,32704,74624
61312,53248,75392
31808,27968,74560
63360,54144,76672
43776,37312,76864
46720,33792,90496
113920,69312,107712
49536,42240,76800
65856,55296,78016
41856,36160,75840
54400,45952,77568
31552,27072,76352
38272,33728,74368
27904,23424,78144
50112,42496,77248
42496,37632,73984
48832,42048,75968
170240,124992,89216
69696,57984,78720
40384,34624,76416
52544,44608,77184
48384,41920,75712
89792,74112,79360
84288,57792,95488
39040,33664,76032
16064,13824,76224
36352,27840,85504
52544,43456,79168
62400,50176,81536
56896,49216,75712
52224,44736,76480
262080,177920,96512
20096,17920,73280
26688,24128,72512
49984,44352,73856
90944,59264,100480
46208,40640,74432
46912,41088,74816
34048,29568,75392
38784,33920,74880
101312,80832,82112
45376,38912,76288
49152,40384,79744
123392,98752,81856
83776,68544,80064
51904,44288,76864
74112,63680,76224
106240,87616,79424
51968,46080,73856
27904,24768,73792
36160,32640,72512
41920,36992,74240
47616,42048,74176
71104,58496,79680
51008,44032,75968
12224,11136,71744
44608,38336,76224
44096,38144,75840
40768,35264,75776
45696,40512,73792
51904,44160,76992
42688,36032,77632
21504,18368,76864
28736,25984,72448
64384,55360,76160
63808,50944,82048
51456,43776,76928
34496,30464,74176
18752,16128,76032
33152,29696,73152
51840,45376,74816
14976,13056,75392
23680,20416,76032
44224,38080,76096
95424,72640,86016
50944,43456,76736
38080,33344,74752
22464,19840,74176
52032,44224,77056
16000,13760,76032
80896,67392,78656
35712,30976,75456
47552,41280,75456
44224,37760,76672
60480,49408,80128
29312,25856,74304
56320,46400,79424
74496,61184,79744
39808,22720,114560
38400,33472,75136
82112,67584,79616
38912,33472,76096
46976,41024,75072
75648,62144,79680
62400,50624,80704
27904,24384,74880
32192,28480,74048
20160,17664,74688
32896,28352,76032
43712,37888,75584
45312,39872,74368
49472,42880,75584
56064,46272,79360
78400,64256,80000
30720,26176,76992
38080,32960,75712
56064,45376,80960
67712,56704,78208
31104,26240,77568
30080,26112,75520
34560,27136,83264
40576,35264,75392
67520,57984,76352
42112,36160,76352
58112,50496,75392
41664,36928,73920
24000,22080,71168
53440,45888,76224
110784,84032,86400
52352,46336,73984
35072,30336,75648
42624,35456,78656
52864,44096,78528
51328,43840,76672
41856,36224,75584
34304,28992,77504
70528,57344,80576
40832,35520,75264
50560,43200,76608
52800,44672,77504
63104,54464,75840
24832,19712,82624
79104,67712,76544
65664,56448,76160
49984,43072,75968
105216,85056,81024
78016,64768,78912
127104,72704,114560
20992,17856,76800
60864,48960,81344
25216,21568,76416
59776,50240,78016
80256,65600,80128
38336,32576,77120
50944,43072,77504
38208,33600,74496
39360,35136,73344
47744,40064,78080
75136,61696,79808
56960,40832,91264
96896,79616,79680
34176,29888,74944
53056,45120,77120
35712,31680,73792
57280,45568,82240
31808,27840,74880
59264,50688,76608
54912,47680,75520
12928,11648,72768
91456,73088,81920
57280,47168,79552
49664,42048,77440
49728,43328,75136
42752,37696,74368
48448,42752,74176
28352,21888,84928
124864,85312,95936
51200,42368,79168
20160,17600,75072
23232,20352,74816
32000,27520,76160
56448,48448,76288
40896,34944,76672
47872,41728,75136
8832,7936,73024
53184,45568,76416
11200,10432,70336
15680,13568,75584
32704,29312,73024
71616,60800,77184
94720,77504,80064
73536,58560,82240
25024,18048,90816
49472,42048,77056
